Id,SalePrice
1461,20.0
1462,20.0
1463,60.0
1464,60.0
1465,120.0
1466,60.0
1467,20.0
1468,60.0
1469,20.0
1470,20.0
1471,120.0
1472,160.0
1473,160.0
1474,160.0
1475,120.0
1476,60.0
1477,20.0
1478,20.0
1479,20.0
1480,20.0
1481,60.0
1482,120.0
1483,20.0
1484,120.0
1485,80.0
1486,60.0
1487,60.0
1488,20.0
1489,20.0
1490,20.0
1491,60.0
1492,30.0
1493,20.0
1494,60.0
1495,60.0
1496,120.0
1497,160.0
1498,160.0
1499,160.0
1500,160.0
1501,160.0
1502,160.0
1503,20.0
1504,60.0
1505,20.0
1506,20.0
1507,60.0
1508,50.0
1509,60.0
1510,20.0
1511,20.0
1512,20.0
1513,80.0
1514,90.0
1515,50.0
1516,50.0
1517,85.0
1518,90.0
1519,20.0
1520,20.0
1521,20.0
1522,20.0
1523,50.0
1524,20.0
1525,20.0
1526,190.0
1527,30.0
1528,50.0
1529,20.0
1530,20.0
1531,50.0
1532,30.0
1533,20.0
1534,45.0
1535,50.0
1536,50.0
1537,30.0
1538,70.0
1539,70.0
1540,190.0
1541,70.0
1542,50.0
1543,75.0
1544,30.0
1545,50.0
1546,50.0
1547,50.0
1548,50.0
1549,50.0
1550,50.0
1551,30.0
1552,50.0
1553,70.0
1554,70.0
1555,20.0
1556,50.0
1557,190.0
1558,50.0
1559,70.0
1560,190.0
1561,90.0
1562,20.0
1563,20.0
1564,90.0
1565,60.0
1566,20.0
1567,30.0
1568,60.0
1569,50.0
1570,20.0
1571,50.0
1572,20.0
1573,20.0
1574,20.0
1575,20.0
1576,60.0
1577,20.0
1578,50.0
1579,85.0
1580,60.0
1581,20.0
1582,20.0
1583,20.0
1584,60.0
1585,120.0
1586,30.0
1587,20.0
1588,20.0
1589,50.0
1590,80.0
1591,20.0
1592,30.0
1593,30.0
1594,90.0
1595,50.0
1596,50.0
1597,90.0
1598,80.0
1599,120.0
1600,120.0
1601,30.0
1602,50.0
1603,30.0
1604,120.0
1605,60.0
1606,80.0
1607,90.0
1608,20.0
1609,20.0
1610,60.0
1611,20.0
1612,20.0
1613,20.0
1614,120.0
1615,160.0
1616,160.0
1617,160.0
1618,20.0
1619,20.0
1620,90.0
1621,60.0
1622,50.0
1623,20.0
1624,60.0
1625,20.0
1626,20.0
1627,60.0
1628,60.0
1629,80.0
1630,120.0
1631,120.0
1632,120.0
1633,80.0
1634,60.0
1635,60.0
1636,20.0
1637,60.0
1638,60.0
1639,20.0
1640,60.0
1641,20.0
1642,60.0
1643,60.0
1644,60.0
1645,20.0
1646,20.0
1647,20.0
1648,20.0
1649,20.0
1650,20.0
1651,20.0
1652,160.0
1653,160.0
1654,160.0
1655,120.0
1656,160.0
1657,160.0
1658,160.0
1659,120.0
1660,20.0
1661,60.0
1662,60.0
1663,20.0
1664,20.0
1665,20.0
1666,20.0
1667,60.0
1668,20.0
1669,20.0
1670,20.0
1671,20.0
1672,20.0
1673,60.0
1674,20.0
1675,120.0
1676,120.0
1677,120.0
1678,20.0
1679,20.0
1680,120.0
1681,120.0
1682,20.0
1683,120.0
1684,60.0
1685,60.0
1686,120.0
1687,80.0
1688,60.0
1689,60.0
1690,60.0
1691,60.0
1692,60.0
1693,80.0
1694,60.0
1695,80.0
1696,60.0
1697,80.0
1698,60.0
1699,20.0
1700,60.0
1701,60.0
1702,20.0
1703,20.0
1704,20.0
1705,20.0
1706,20.0
1707,20.0
1708,20.0
1709,20.0
1710,20.0
1711,60.0
1712,20.0
1713,20.0
1714,20.0
1715,60.0
1716,20.0
1717,20.0
1718,20.0
1719,60.0
1720,20.0
1721,20.0
1722,20.0
1723,20.0
1724,20.0
1725,60.0
1726,60.0
1727,120.0
1728,60.0
1729,60.0
1730,90.0
1731,20.0
1732,20.0
1733,20.0
1734,20.0
1735,20.0
1736,20.0
1737,20.0
1738,60.0
1739,160.0
1740,120.0
1741,120.0
1742,160.0
1743,160.0
1744,20.0
1745,20.0
1746,80.0
1747,60.0
1748,60.0
1749,20.0
1750,20.0
1751,60.0
1752,20.0
1753,20.0
1754,60.0
1755,85.0
1756,20.0
1757,20.0
1758,20.0
1759,20.0
1760,20.0
1761,20.0
1762,60.0
1763,80.0
1764,20.0
1765,20.0
1766,20.0
1767,20.0
1768,20.0
1769,20.0
1770,20.0
1771,20.0
1772,20.0
1773,20.0
1774,90.0
1775,20.0
1776,20.0
1777,30.0
1778,20.0
1779,20.0
1780,60.0
1781,20.0
1782,20.0
1783,60.0
1784,70.0
1785,30.0
1786,50.0
1787,70.0
1788,30.0
1789,30.0
1790,30.0
1791,90.0
1792,20.0
1793,20.0
1794,20.0
1795,20.0
1796,20.0
1797,50.0
1798,20.0
1799,20.0
1800,80.0
1801,50.0
1802,50.0
1803,60.0
1804,90.0
1805,20.0
1806,50.0
1807,90.0
1808,50.0
1809,70.0
1810,70.0
1811,190.0
1812,50.0
1813,50.0
1814,30.0
1815,30.0
1816,30.0
1817,70.0
1818,70.0
1819,70.0
1820,30.0
1821,50.0
1822,70.0
1823,30.0
1824,30.0
1825,70.0
1826,50.0
1827,30.0
1828,50.0
1829,30.0
1830,70.0
1831,70.0
1832,90.0
1833,70.0
1834,70.0
1835,190.0
1836,50.0
1837,85.0
1838,190.0
1839,20.0
1840,90.0
1841,90.0
1842,50.0
1843,20.0
1844,85.0
1845,80.0
1846,80.0
1847,80.0
1848,20.0
1849,20.0
1850,20.0
1851,60.0
1852,20.0
1853,120.0
1854,80.0
1855,80.0
1856,60.0
1857,70.0
1858,90.0
1859,90.0
1860,90.0
1861,90.0
1862,90.0
1863,90.0
1864,90.0
1865,20.0
1866,20.0
1867,20.0
1868,20.0
1869,20.0
1870,20.0
1871,20.0
1872,60.0
1873,60.0
1874,20.0
1875,20.0
1876,60.0
1877,20.0
1878,20.0
1879,20.0
1880,20.0
1881,20.0
1882,60.0
1883,60.0
1884,60.0
1885,20.0
1886,20.0
1887,20.0
1888,20.0
1889,60.0
1890,20.0
1891,180.0
1892,20.0
1893,20.0
1894,90.0
1895,20.0
1896,50.0
1897,50.0
1898,70.0
1899,30.0
1900,70.0
1901,50.0
1902,20.0
1903,90.0
1904,20.0
1905,20.0
1906,50.0
1907,20.0
1908,160.0
1909,160.0
1910,160.0
1911,80.0
1912,20.0
1913,70.0
1914,30.0
1915,120.0
1916,30.0
1917,60.0
1918,85.0
1919,85.0
1920,20.0
1921,20.0
1922,20.0
1923,60.0
1924,80.0
1925,60.0
1926,20.0
1927,20.0
1928,20.0
1929,85.0
1930,80.0
1931,85.0
1932,60.0
1933,60.0
1934,60.0
1935,60.0
1936,60.0
1937,60.0
1938,20.0
1939,120.0
1940,120.0
1941,60.0
1942,60.0
1943,120.0
1944,60.0
1945,20.0
1946,20.0
1947,120.0
1948,20.0
1949,20.0
