Id,SalePrice
1461,135926.25770434533
1462,151720.9835533117
1463,188053.28529739694
1464,208625.86480389148
1465,199181.02310705945
1466,181512.3375054915
1467,168534.03167407398
1468,177512.7442031244
1469,169332.1672363028
1470,128275.36230338922
1471,198961.86968008382
1472,119879.42537390957
1473,112764.05051828394
1474,151642.51269145389
1475,151635.33737997402
1476,461524.90459602233
1477,278765.05422180827
1478,307341.2066709418
1479,303285.1387235859
1480,466112.4879447569
1481,303073.52608663513
1482,206335.665521012
1483,191606.11678662503
1484,204621.31870686455
1485,182435.47461832047
1486,194544.49405160252
1487,264333.13441872364
1488,275011.78453035565
1489,206696.08145216908
1490,253685.1517129054
1491,203333.56807545543
1492,77292.619958521
1493,151840.60730857746
1494,258623.18614578657
1495,282516.2260684893
1496,264292.7815784576
1497,195480.9443694011
1498,184158.17044145105
1499,175485.72593205
1500,181383.52851135272
1501,175862.46386410328
1502,184739.19100949835
1503,265734.51146208675
1504,241491.96097081102
1505,217982.38499672792
1506,165918.6680976082
1507,249876.72426999905
1508,167896.76747071813
1509,151919.99833994603
1510,149768.81120534128
1511,146146.84710581278
1512,161931.77398903208
1513,159138.30834916895
1514,141419.78152885183
1515,144637.18829848248
1516,143922.38311348238
1517,148381.156919477
1518,143639.17926464355
1519,213446.19362308638
1520,142104.50383020611
1521,142323.85662616655
1522,160456.97807313388
1523,111249.58710394672
1524,123136.2502459139
1525,124252.51539489538
1526,127433.49591365858
1527,100127.87888666849
1528,125355.76716179284
1529,146921.26054509525
1530,152390.85346777705
1531,136533.43693860402
1532,97967.22428942125
1533,130526.52796272551
1534,102793.62428592016
1535,123552.98323007034
1536,110501.17143910888
1537,74532.40491127255
1538,135212.8421875501
1539,126528.28235354018
1540,96954.24983849685
1541,128450.06728087913
1542,127716.71739520023
1543,158948.6718558282
1544,78198.00692089446
1545,120102.79725968342
1546,128295.80595393931
1547,132828.84858661014
1548,109589.22920412506
1549,119634.34119577304
1550,111497.26619873317
1551,110538.65672653947
1552,128358.66236149985
1553,105777.84811335916
1554,118915.85971345089
1555,162555.83851659085
1556,74569.7622717518
1557,74585.16632115327
1558,108385.78647358822
1559,74531.06265588837
1560,127613.33390845059
1561,134954.6361133867
1562,133075.3043824002
1563,127592.4454561268
1564,147095.8884503633
1565,165381.9599746271
1566,189762.72724469056
1567,82316.86600332093
1568,225486.7122405482
1569,138721.69480059712
1570,145047.5266576327
1571,117728.6497681489
1572,132621.9776809723
1573,263317.31893092394
1574,139684.0408336219
1575,214231.05305410604
1576,260286.95492345287
1577,206156.29538458723
1578,158556.95567007308
1579,142989.3922586913
1580,197253.58742123665
1581,150992.40827658193
1582,127436.06573667696
1583,303901.0772412874
1584,237277.09018339784
1585,192321.1839002815
1586,74630.96072171605
1587,117037.6307859188
1588,149110.58635897742
1589,108075.35798444474
1590,133680.98144897548
1591,93057.95422000182
1592,114994.11518265703
1593,111586.62333439627
1594,97822.72369108228
1595,99967.30307911115
1596,152531.3209052087
1597,139543.36315807267
1598,177139.30083790497
1599,161576.10468716297
1600,173783.4840281151
1601,74531.37252434467
1602,103554.45775595534
1603,75962.57918472732
1604,267966.10349834955
1605,237179.9605087561
1606,157872.97819610362
1607,146532.0256896376
1608,214191.13700686113
1609,206095.20576088433
1610,178787.3703584895
1611,154843.59848434798
1612,205339.3259118936
1613,184828.0114199179
1614,140166.2531584885
1615,74547.1605309586
1616,74536.73028388868
1617,75960.70818243535
1618,127270.44171459516
1619,141975.80071851393
1620,149603.89126829762
1621,150396.7573594003
1622,132915.42863327687
1623,258361.27968162028
1624,222516.12367077218
1625,121445.93472334978
1626,167550.083625428
1627,184282.36664729315
1628,278240.9854497537
1629,182419.35839346237
1630,268026.0982315545
1631,215327.02648123345
1632,225032.06275860823
1633,179903.71888391947
1634,183898.43275058825
1635,178136.0424249466
1636,175985.8115980261
1637,165731.13194030305
1638,192812.88366875958
1639,182464.13255815595
1640,197516.71147810257
1641,172859.22927424472
1642,260330.76475478965
1643,231175.13195641222
1644,238203.6694574534
1645,154871.3926341838
1646,151944.9671158549
1647,160165.87702145448
1648,152451.39468449596
1649,149251.34694667422
1650,129737.6655595064
1651,125394.81535516646
1652,119658.60975164911
1653,120052.36201633421
1654,151674.86115268918
1655,151641.8701967975
1656,151654.1519990057
1657,151695.16910942085
1658,151689.15924989086
1659,145574.7974342934
1660,159072.91959596833
1661,466104.74667863414
1662,353293.9568384442
1663,380721.1336979642
1664,466112.75340461265
1665,309038.4668101253
1666,312485.60356023
1667,282974.5110543621
1668,459646.9547367366
1669,303287.61910775275
1670,330305.1493680201
1671,302517.58285698877
1672,466112.6603327667
1673,303511.79383883136
1674,298536.8112333568
1675,202777.2768932496
1676,205239.32928433357
1677,206590.66573399023
1678,466112.783704566
1679,466034.91035577987
1680,304051.61937685416
1681,283165.9323936894
1682,303187.02049447806
1683,205073.4198360468
1684,176775.8953590079
1685,176935.95342112673
1686,192632.70172613335
1687,182929.28437097213
1688,218726.3294609302
1689,199236.8829882814
1690,198203.0718778257
1691,184390.41570870322
1692,223921.17391818503
1693,181923.4366159159
1694,180733.3881524834
1695,176353.64804074494
1696,252418.83087796814
1697,176901.19877131897
1698,349282.0068941606
1699,323905.7691082485
1700,232016.88842636283
1701,265370.88146201824
1702,287792.4761479317
1703,301485.8634735181
1704,303268.5838103489
1705,301340.43050549616
1706,466112.7833809566
1707,206283.73351398524
1708,207960.2821710263
1709,299519.04865145625
1710,225606.48648873452
1711,331337.38881012134
1712,276876.1819660031
1713,295245.1240234973
1714,204227.2105846317
1715,200261.64865712
1716,205759.92535415202
1717,196146.15394038302
1718,150273.38174545387
1719,221550.67782948274
1720,261092.72047936515
1721,199201.64744835513
1722,116523.99131509122
1723,153790.83311721688
1724,206989.714186903
1725,242056.42535183948
1726,178080.50286352506
1727,181368.1361362498
1728,196838.27231733824
1729,178342.6320171395
1730,102085.20481399394
1731,127228.90892814954
1732,142963.45579614016
1733,129119.26135210102
1734,129817.38858899042
1735,143337.58891383096
1736,136541.5810805214
1737,265116.21569156094
1738,223168.28490245322
1739,199662.97713461932
1740,224048.13545964623
1741,234606.0832765678
1742,175817.51271419908
1743,176011.30641214133
1744,303280.6512511199
1745,240173.05590041267
1746,168593.113900799
1747,189554.18984693105
1748,234216.543441514
1749,158456.67150477236
1750,146595.1860219485
1751,202875.41527052276
1752,130444.16614028999
1753,145511.06798523
1754,175487.3724179101
1755,167542.3274023819
1756,125616.55079315961
1757,123695.26527419433
1758,142943.44300532262
1759,142841.39520634548
1760,160149.80951162998
1761,149497.34166535718
1762,158513.07204524052
1763,167722.27219590524
1764,125004.00705287847
1765,150358.57296047395
1766,152227.5279462255
1767,159054.2885146807
1768,145518.16426859537
1769,158686.16564629076
1770,140363.25901050793
1771,138764.1306924522
1772,138608.6238310728
1773,138917.88240078645
1774,138863.94890579925
1775,137411.24051583142
1776,130209.26684430084
1777,119595.55967847268
1778,133328.49906685145
1779,107798.97196218449
1780,136958.8354046643
1781,132586.3723215569
1782,110315.44598421185
1783,135869.52174249254
1784,102201.44247541238
1785,109047.33594041773
1786,123676.64099769115
1787,144900.4392831787
1788,74531.01797929758
1789,107455.4392090585
1790,97898.31935666081
1791,148674.06504128574
1792,159179.71317036098
1793,146067.04401852985
1794,133797.83485793343
1795,142761.5140723155
1796,167712.52022628576
1797,113760.87824110806
1798,138418.93552249868
1799,120459.70509278202
1800,142411.64491623605
1801,111451.51356433907
1802,112503.3485217285
1803,166545.86525320963
1804,144521.1660674782
1805,137283.33252176494
1806,98016.17766212989
1807,109203.32653196523
