Id,SalePrice
1461,127622.35589523098
1462,151664.0363106729
1463,177338.13894225482
1464,182318.7243530389
1465,203815.23967712908
1466,183040.29098386355
1467,163563.08479212422
1468,179573.35186885978
1469,169000.55634178245
1470,127745.57749684264
1471,203390.93681129697
1472,119903.87498803051
1473,118182.00703979173
1474,151642.52287512156
1475,151605.34117292083
1476,454848.571288604
1477,258025.9594796629
1478,327818.1094227809
1479,303250.4494132555
1480,466112.7082188541
1481,308541.86074400163
1482,208135.20436847073
1483,187246.29281276694
1484,193974.81694850986
1485,182761.5900433774
1486,194870.8792257861
1487,263339.9786835323
1488,272290.98713899293
1489,206827.11636925768
1490,263087.3253958429
1491,204208.04977675268
1492,78526.16430880853
1493,151657.60089029965
1494,249220.07297488014
1495,272775.5407097033
1496,262725.6302401613
1497,205652.04228431036
1498,163697.86641791958
1499,156207.34551471536
1500,172847.6592800328
1501,175865.69806387083
1502,175920.5993516213
1503,265269.74602343707
1504,234799.57627654413
1505,218922.0845817937
1506,155440.3163006354
1507,249607.33973530572
1508,168136.56747935596
1509,152700.8325706388
1510,151888.28276690174
1511,146323.46560474686
1512,159994.72100531543
1513,157693.6720320054
1514,139909.2049748164
1515,150415.99536577988
1516,153693.73764078607
1517,147140.89045488514
1518,143564.0606554146
1519,206781.38037583206
1520,145594.10636825603
1521,143089.74626083332
1522,163116.38202014877
1523,111921.90672137178
1524,125110.36240072467
1525,125947.25374771422
1526,130106.34147599491
1527,101947.25794289973
1528,120934.06415266453
1529,141293.764258484
1530,153336.24940417014
1531,136726.8774546522
1532,98000.10302637317
1533,130743.18990278541
1534,108579.29837287961
1535,132327.11134459605
1536,109082.4340963876
1537,74536.15057533397
1538,113167.65764781066
1539,119909.5729966956
1540,82251.46667090595
1541,124639.57883085009
1542,127403.35456923278
1543,158249.19386344333
1544,88697.25345389626
1545,119891.18184738567
1546,123237.60725622073
1547,132707.05079127513
1548,104487.39614048702
1549,109250.78673328216
1550,105244.4743219903
1551,111741.72549147556
1552,118435.79856690005
1553,109236.84160460356
1554,119848.45182042217
1555,152319.39521310624
1556,74631.64930610916
1557,74613.32009767795
1558,99775.66330022627
1559,74530.51942331294
1560,119968.89763876196
1561,124137.86900766053
1562,134510.74793704879
1563,128214.50911464253
1564,146912.25014440142
1565,165973.84188601363
1566,184798.67315725476
1567,75397.31643349172
1568,222318.96653007792
1569,138739.82447154712
1570,150224.06938273995
1571,115231.40128449691
1572,132938.8761606536
1573,245385.42919397764
1574,153492.16538023594
1575,263061.40530121495
1576,251630.01297257072
1577,206068.74089177465
1578,156474.69202891047
1579,144077.75656920442
1580,194738.72880218102
1581,151615.33255155163
1582,127464.43392567047
1583,309064.5764290094
1584,207666.53308755366
1585,200214.94639301454
1586,74546.27840176599
1587,120992.16595115289
1588,149856.8028629334
1589,110489.222747324
1590,139667.311064406
1591,94833.3581663301
1592,118412.72706937455
1593,112816.46394801034
1594,97721.59564927645
1595,99277.15435305216
1596,158965.7623307964
1597,147974.2997664368
1598,179527.45269671554
1599,157897.7531858368
1600,225877.28250296848
1601,74531.02605153537
1602,100968.98281581054
1603,74681.749579424
1604,283230.1964921208
1605,239078.10347180552
1606,166833.14458831307
1607,151790.50429148122
1608,229273.57109565285
1609,206056.59261580414
1610,179356.77292510643
1611,145033.22464160103
1612,206421.0230793017
1613,183425.5718909017
1614,134894.72689924002
1615,74538.266873539
1616,74532.79588675378
1617,75117.74357504913
1618,127519.62648546767
1619,144381.95556259473
1620,144398.99799249315
1621,161588.3765627804
1622,132898.2067452936
1623,257159.36951425823
1624,224165.48428814462
1625,120771.69648710627
1626,168132.64939045426
1627,179932.60216886248
1628,316942.2023707963
1629,179567.55583399403
1630,314155.26256115723
1631,204722.48398117567
1632,219531.96923871167
1633,178611.22138322153
1634,181334.59524317362
1635,177738.42809291775
1636,175988.3546925094
1637,167864.151864818
1638,195498.84943997275
1639,190770.92369216084
1640,196502.6242725105
1641,177041.03365880792
1642,262366.15580611216
1643,221513.67989505676
1644,209711.2244394843
1645,155284.20443216263
1646,151430.66461946286
1647,162554.98342487952
1648,152766.55439735754
1649,146287.32914886368
1650,130896.92604375021
1651,123185.040140097
1652,120010.17863766562
1653,119359.03787588779
1654,151656.02034284783
1655,151636.62312574443
1656,151649.47671515195
1657,151638.00251609262
1658,151656.14108875772
1659,144592.20932257883
1660,154222.34577110186
1661,461688.88171162095
1662,353987.53410150454
1663,461259.37669884204
1664,466109.6478631388
1665,311270.1023882743
1666,324527.1591062519
1667,271158.2594738569
1668,452063.2572703771
1669,303256.3378021945
1670,387979.41044913174
1671,301169.7199885555
1672,466110.842272275
1673,331000.8575108148
1674,301457.57236275997
1675,208065.224116064
1676,205204.06571771367
1677,217775.16815963323
1678,466112.7837678573
1679,460552.3702461332
1680,337442.9755304654
1681,270212.12468696013
1682,303410.3730121598
1683,207765.50456321109
1684,181308.61790251022
1685,184853.47418639544
1686,193072.30630669303
1687,182821.590556727
1688,220987.9262742419
1689,204674.47245182842
1690,209425.0880583418
1691,184489.12948833124
1692,223174.2398150271
1693,180116.05108532516
1694,179854.21297619372
1695,176066.17276109103
1696,264029.996993106
1697,176286.0627547216
1698,351951.42334678204
1699,311986.4005448078
1700,252968.06517189147
1701,262202.9047249468
1702,286871.34987296845
1703,299983.3599075536
1704,304373.95398609503
1705,279090.21633632045
1706,466112.7837723032
1707,206665.09829163397
1708,206008.3698856791
1709,288253.05231118173
1710,239792.8845008002
1711,265443.51070451364
1712,286274.41820988525
1713,289010.396619509
1714,205735.20955562286
1715,213379.81670114739
1716,202744.1639803746
1717,178542.38848306437
1718,130471.2118340294
1719,221654.8050138
1720,243249.68967374155
1721,175240.9894420856
1722,127529.98502316028
1723,149256.84110069857
1724,209718.2020768484
1725,235919.97832482157
1726,192574.0241319529
1727,185710.43764167163
1728,201992.61684443796
1729,179109.71332818258
1730,98510.50800311807
1731,134999.78876342755
1732,129477.22311695834
1733,127835.97105272615
1734,129273.094122736
1735,143704.50873155944
1736,137834.46918957404
1737,279567.86981423723
1738,239925.33185258214
1739,213069.390497753
1740,226965.0610893985
1741,239398.5601584043
1742,175844.55590482897
1743,176090.025390528
1744,302965.31167019985
1745,239489.6858775834
1746,183600.2937431153
1747,190145.55448078224
1748,221410.0681641049
1749,159875.71594755564
1750,144900.97648352274
1751,194472.06866268357
1752,131215.27368500587
1753,144644.44723968263
1754,180878.98327102792
1755,169069.42872818903
1756,124572.2185120782
1757,125572.97433377091
1758,139678.48009564096
1759,141545.44252849635
1760,153777.25775286683
1761,155754.68750511078
1762,158752.8443598747
1763,167563.85606559442
1764,127132.18709828309
1765,149008.0116317042
1766,156196.35414062595
1767,152746.18578301254
1768,141992.54187429234
1769,159812.36745576514
1770,141160.15012822868
1771,138612.72493171602
1772,137242.64268714568
1773,140745.61609501325
1774,138746.070827012
1775,134201.26560716654
1776,135608.0395914291
1777,119263.68343634583
1778,133648.30420795808
1779,100993.73681703668
1780,151052.03214129937
1781,132980.0361639817
1782,109135.41137681015
1783,152548.96725348203
1784,99043.71087081968
1785,118550.9762085764
1786,126122.36172675806
1787,144080.92744416604
1788,74530.68297030935
1789,106830.90711924934
1790,97026.11126092533
1791,144478.79872695758
1792,159220.0163058095
1793,137846.1790517012
1794,139863.82307476216
1795,141419.4648464923
1796,143851.78517789725
1797,115112.67170725897
1798,137847.3989869048
1799,120896.18814290685
1800,137749.40774718978
1801,111946.81194757289
1802,111924.21040574332
1803,167119.47112097216
1804,144125.9188243635
1805,135399.86640814575
1806,97983.71238907184
1807,102727.19228169876
1808,111807.297360878
1809,93043.37278418423
1810,148278.54413511226
1811,74997.04910921238
1812,83093.58392512103
1813,121308.97084527048
1814,99454.24480743762
1815,74532.31199700088
1816,114325.08745630433
1817,105717.04002037107
1818,108349.86677629132
1819,116598.3389706258
1820,74834.76045844505
1821,108394.55388375085
1822,111594.8436066457
1823,74531.38709989809
1824,113980.3599181416
1825,131813.5855260164
1826,119615.3976338202
1827,110078.7302508241
1828,106913.34236977034
1829,103378.72125243195
1830,110742.07609839375
1831,137981.02953452562
1832,97983.87837958187
1833,124521.6280133949
1834,112027.50638780104
1835,112708.01186729224
1836,110423.22210106361
1837,75175.08000834477
1838,120086.14850682583
1839,111703.7349404249
1840,129245.72226249239
1841,144446.8046099431
1842,97740.50358293149
1843,137545.7590942263
1844,148690.21395303812
1845,164750.59142293074
1846,156790.8002711692
1847,146395.8614240022
1848,74530.49418660316
1849,77764.77468093773
1850,115332.83976573877
1851,141245.07598848714
1852,132264.12385406785
1853,146451.78077038215
1854,151458.01730725888
1855,165828.72137952305
1856,233151.07580837296
1857,98371.40661890783
1858,141248.15017191117
1859,122783.98553993931
1860,144428.63779705873
1861,98855.33573230723
1862,206265.01610865782
1863,206263.5791475001
1864,206263.5791475001
1865,459003.65857982927
1866,307937.2675969404
1867,257025.80027688906
1868,304286.85803486547
1869,207280.07079471467
1870,274207.53329696675
1871,302628.71726903465
1872,191079.838579539
1873,232859.26912482968
1874,143949.12971520692
1875,221099.2894359098
1876,197879.02964725526
1877,206327.7882599657
1878,212774.53286270384
1879,140841.4868578366
1880,142456.81595646782
1881,260118.29029790676
1882,245883.49514557183
1883,208492.03793748637
1884,214029.8678838029
1885,214404.69048103408
1886,299415.2160560295
1887,187952.08767165572
1888,290913.09218538913
1889,185403.13627095916
1890,130384.04975009171
1891,144529.60942186802
1892,114712.12490930721
1893,137591.38145739245
1894,138660.53052956797
1895,145760.3251627827
1896,120831.688606598
1897,120467.84124704388
1898,110465.29235038182
1899,124812.63306104626
1900,124454.312429621
1901,145733.74756208755
1902,132501.68179070222
1903,124080.65209264349
1904,143457.69104365923
1905,159175.9188628217
1906,132708.42104412103
1907,166729.02247829945
1908,145305.64141548946
1909,151650.93857723018
1910,151652.1247078625
1911,165571.17538823644
1912,240512.30039265164
1913,98247.1045687207
1914,74530.94424955017
1915,456482.5550380277
1916,74530.49336368869
1917,258395.35414523282
1918,138333.36446482825
1919,153453.50705649587
1920,144334.38212165143
1921,392707.7720664975
1922,349953.99054770666
1923,183617.76043622202
1924,180077.08143985638
1925,220512.35494320947
1926,355091.435647916
1927,135384.58413324965
1928,164146.70501797373
1929,137661.28725436793
1930,147320.10929794714
1931,154323.0973934204
1932,162631.66599657235
1933,167814.2138335946
1934,180677.62040674538
1935,178112.58198333648
1936,182000.79347332657
1937,180155.69893891673
1938,178887.97439745738
1939,263842.18063233985
1940,200172.7023546029
1941,178362.13194379534
1942,182223.09488075928
1943,222888.6886972753
1944,304947.14581308485
1945,463863.6639070856
1946,159238.10085994142
1947,299186.98918084323
1948,165421.4481150092
1949,255592.51320909127
1950,161877.9214623558
1951,226800.21650617846
1952,168002.2147696562
1953,153104.3850960997
1954,183411.3563762638
1955,155062.57478253095
1956,264977.1232240233
1957,165586.8373834631
1958,253403.70156596688
1959,139356.48909270586
1960,129648.36180189291
1961,129015.00392989554
1962,118073.2538498937
1963,109121.41064626312
1964,103306.71409835563
1965,151642.44594261918
1966,145122.43955757024
1967,303408.5083491115
1968,466110.10702385753
1969,437506.52808432135
1970,370530.4623752032
1971,466107.14497006027
1972,397435.6364193714
1973,264861.492392383
1974,352507.1814760338
