Utilities,SalePrice
AllPub,755000.0
AllPub,745000.0
AllPub,625000.0
AllPub,611657.0
AllPub,582933.0
AllPub,556581.0
AllPub,555000.0
AllPub,538000.0
AllPub,501837.0
AllPub,485000.0
AllPub,475000.0
AllPub,466500.0
AllPub,465000.0
AllPub,451950.0
AllPub,446261.0
AllPub,440000.0
AllPub,438780.0
AllPub,437154.0
AllPub,430000.0
AllPub,426000.0
AllPub,424870.0
AllPub,423000.0
AllPub,415298.0
AllPub,412500.0
AllPub,410000.0
AllPub,403000.0
AllPub,402861.0
AllPub,402000.0
AllPub,395192.0
AllPub,395000.0
AllPub,394617.0
AllPub,394432.0
AllPub,392500.0
AllPub,392000.0
AllPub,386250.0
AllPub,385000.0
AllPub,385000.0
AllPub,383970.0
AllPub,381000.0
AllPub,380000.0
AllPub,378500.0
AllPub,377500.0
AllPub,377426.0
AllPub,375000.0
AllPub,374000.0
AllPub,372500.0
AllPub,372402.0
AllPub,370878.0
AllPub,369900.0
AllPub,367294.0
AllPub,361919.0
AllPub,360000.0
AllPub,359100.0
AllPub,354000.0
AllPub,350000.0
AllPub,350000.0
AllPub,348000.0
AllPub,345000.0
AllPub,345000.0
AllPub,342643.0
AllPub,341000.0
AllPub,340000.0
AllPub,340000.0
AllPub,339750.0
AllPub,337500.0
AllPub,337000.0
AllPub,336000.0
AllPub,335000.0
AllPub,335000.0
AllPub,335000.0
AllPub,333168.0
AllPub,328900.0
AllPub,328000.0
AllPub,326000.0
AllPub,325624.0
AllPub,325300.0
AllPub,325000.0
AllPub,325000.0
AllPub,325000.0
AllPub,325000.0
AllPub,324000.0
AllPub,320000.0
AllPub,320000.0
AllPub,320000.0
AllPub,320000.0
AllPub,319900.0
AllPub,319000.0
AllPub,318061.0
AllPub,318000.0
AllPub,318000.0
AllPub,317000.0
AllPub,316600.0
AllPub,315750.0
AllPub,315500.0
AllPub,315000.0
AllPub,315000.0
AllPub,315000.0
AllPub,315000.0
AllPub,314813.0
AllPub,313000.0
AllPub,312500.0
AllPub,311872.0
AllPub,311500.0
AllPub,310000.0
AllPub,310000.0
AllPub,309000.0
AllPub,307000.0
AllPub,306000.0
AllPub,305900.0
AllPub,305000.0
AllPub,303477.0
AllPub,302000.0
AllPub,302000.0
AllPub,301500.0
AllPub,301000.0
AllPub,299800.0
AllPub,297000.0
AllPub,295493.0
AllPub,295000.0
AllPub,294000.0
AllPub,293077.0
AllPub,290000.0
AllPub,290000.0
AllPub,290000.0
AllPub,290000.0
AllPub,290000.0
AllPub,289000.0
AllPub,287090.0
AllPub,287000.0
AllPub,287000.0
AllPub,286000.0
AllPub,285000.0
AllPub,285000.0
AllPub,285000.0
AllPub,284000.0
AllPub,284000.0
AllPub,283463.0
AllPub,282922.0
AllPub,281213.0
AllPub,281000.0
AllPub,280000.0
AllPub,280000.0
AllPub,280000.0
AllPub,280000.0
AllPub,279500.0
AllPub,278000.0
AllPub,278000.0
AllPub,277500.0
AllPub,277000.0
AllPub,277000.0
AllPub,276000.0
AllPub,275500.0
AllPub,275000.0
AllPub,275000.0
AllPub,275000.0
AllPub,275000.0
AllPub,275000.0
AllPub,274970.0
AllPub,274900.0
AllPub,274725.0
AllPub,274300.0
AllPub,274000.0
AllPub,272000.0
AllPub,272000.0
AllPub,271900.0
AllPub,271000.0
AllPub,271000.0
AllPub,270000.0
AllPub,270000.0
AllPub,270000.0
AllPub,269790.0
AllPub,269500.0
AllPub,268000.0
AllPub,268000.0
AllPub,267000.0
AllPub,266500.0
AllPub,266000.0
AllPub,266000.0
AllPub,265979.0
AllPub,265900.0
AllPub,265000.0
AllPub,264561.0
AllPub,264132.0
AllPub,263435.0
AllPub,263000.0
AllPub,262500.0
AllPub,262500.0
AllPub,262280.0
AllPub,262000.0
AllPub,261500.0
AllPub,260400.0
AllPub,260000.0
AllPub,260000.0
AllPub,260000.0
AllPub,260000.0
AllPub,260000.0
AllPub,260000.0
AllPub,259500.0
AllPub,259000.0
AllPub,258000.0
AllPub,257500.0
AllPub,257000.0
AllPub,256300.0
AllPub,256000.0
AllPub,256000.0
AllPub,255900.0
AllPub,255500.0
AllPub,255000.0
AllPub,255000.0
AllPub,254900.0
AllPub,254000.0
AllPub,253293.0
AllPub,253000.0
AllPub,252678.0
AllPub,252000.0
AllPub,251000.0
AllPub,250580.0
AllPub,250000.0
AllPub,250000.0
AllPub,250000.0
AllPub,250000.0
AllPub,250000.0
AllPub,250000.0
AllPub,250000.0
AllPub,250000.0
AllPub,249700.0
AllPub,248900.0
AllPub,248328.0
AllPub,248000.0
AllPub,248000.0
AllPub,246578.0
AllPub,245500.0
AllPub,245350.0
AllPub,245000.0
AllPub,244600.0
AllPub,244400.0
AllPub,244000.0
AllPub,244000.0
AllPub,244000.0
AllPub,243000.0
AllPub,242000.0
AllPub,242000.0
AllPub,241500.0
AllPub,241500.0
AllPub,241000.0
AllPub,240000.0
AllPub,240000.0
AllPub,240000.0
AllPub,240000.0
AllPub,240000.0
AllPub,240000.0
AllPub,239900.0
AllPub,239799.0
AllPub,239686.0
AllPub,239500.0
AllPub,239000.0
AllPub,239000.0
AllPub,239000.0
AllPub,239000.0
AllPub,239000.0
AllPub,239000.0
AllPub,238000.0
AllPub,237500.0
AllPub,237000.0
AllPub,237000.0
AllPub,236500.0
AllPub,236500.0
AllPub,236000.0
AllPub,236000.0
AllPub,235128.0
AllPub,235000.0
AllPub,235000.0
AllPub,235000.0
AllPub,235000.0
AllPub,235000.0
AllPub,235000.0
AllPub,235000.0
AllPub,234000.0
AllPub,234000.0
AllPub,233230.0
AllPub,233170.0
AllPub,233000.0
AllPub,232600.0
AllPub,232000.0
AllPub,232000.0
AllPub,232000.0
AllPub,231500.0
AllPub,231500.0
AllPub,230500.0
AllPub,230000.0
AllPub,230000.0
AllPub,230000.0
AllPub,230000.0
AllPub,230000.0
AllPub,230000.0
AllPub,230000.0
AllPub,230000.0
AllPub,229456.0
AllPub,229000.0
AllPub,228950.0
AllPub,228500.0
AllPub,228500.0
AllPub,228000.0
AllPub,228000.0
AllPub,227875.0
AllPub,227680.0
AllPub,227000.0
AllPub,227000.0
AllPub,227000.0
AllPub,226700.0
AllPub,226000.0
AllPub,226000.0
AllPub,226000.0
AllPub,225000.0
AllPub,225000.0
AllPub,225000.0
AllPub,225000.0
AllPub,225000.0
AllPub,225000.0
AllPub,224900.0
AllPub,224900.0
AllPub,224500.0
AllPub,224000.0
AllPub,224000.0
AllPub,223500.0
AllPub,223500.0
AllPub,223000.0
AllPub,222500.0
AllPub,222500.0
AllPub,222000.0
AllPub,222000.0
AllPub,222000.0
AllPub,221500.0
AllPub,221000.0
AllPub,221000.0
AllPub,220000.0
AllPub,220000.0
AllPub,220000.0
AllPub,220000.0
AllPub,220000.0
AllPub,219500.0
AllPub,219500.0
AllPub,219500.0
AllPub,219210.0
AllPub,218000.0
AllPub,217500.0
AllPub,217000.0
AllPub,217000.0
AllPub,216837.0
AllPub,216500.0
AllPub,216000.0
AllPub,215200.0
AllPub,215000.0
AllPub,215000.0
AllPub,215000.0
AllPub,215000.0
AllPub,215000.0
AllPub,215000.0
AllPub,215000.0
AllPub,215000.0
AllPub,214900.0
AllPub,214500.0
AllPub,214000.0
AllPub,214000.0
AllPub,214000.0
AllPub,214000.0
AllPub,214000.0
AllPub,213500.0
AllPub,213500.0
AllPub,213490.0
AllPub,213250.0
AllPub,213000.0
AllPub,213000.0
AllPub,213000.0
AllPub,212900.0
AllPub,212000.0
AllPub,212000.0
AllPub,212000.0
AllPub,211000.0
AllPub,211000.0
AllPub,210000.0
AllPub,210000.0
AllPub,210000.0
AllPub,210000.0
AllPub,210000.0
AllPub,209500.0
AllPub,208900.0
AllPub,208900.0
AllPub,208500.0
AllPub,208300.0
AllPub,207500.0
AllPub,207500.0
AllPub,207500.0
AllPub,207500.0
AllPub,207500.0
AllPub,207000.0
AllPub,207000.0
AllPub,206900.0
AllPub,206300.0
AllPub,206000.0
AllPub,205950.0
AllPub,205000.0
AllPub,205000.0
AllPub,205000.0
AllPub,205000.0
AllPub,205000.0
AllPub,205000.0
AllPub,204900.0
AllPub,204750.0
AllPub,204000.0
AllPub,204000.0
AllPub,203000.0
AllPub,203000.0
AllPub,202900.0
AllPub,202665.0
AllPub,202500.0
AllPub,202500.0
AllPub,202500.0
AllPub,201800.0
AllPub,201000.0
AllPub,201000.0
AllPub,201000.0
AllPub,200624.0
AllPub,200500.0
AllPub,200500.0
AllPub,200141.0
AllPub,200100.0
AllPub,200000.0
AllPub,200000.0
AllPub,200000.0
AllPub,200000.0
AllPub,200000.0
AllPub,200000.0
AllPub,200000.0
AllPub,200000.0
AllPub,199900.0
AllPub,199900.0
AllPub,198900.0
AllPub,198500.0
AllPub,197900.0
AllPub,197900.0
AllPub,197900.0
AllPub,197500.0
AllPub,197500.0
AllPub,197000.0
AllPub,197000.0
AllPub,197000.0
AllPub,197000.0
AllPub,196500.0
AllPub,196500.0
AllPub,196000.0
AllPub,196000.0
AllPub,196000.0
AllPub,195400.0
AllPub,195000.0
AllPub,195000.0
AllPub,195000.0
AllPub,194700.0
AllPub,194500.0
AllPub,194500.0
AllPub,194500.0
AllPub,194201.0
AllPub,194000.0
AllPub,194000.0
AllPub,194000.0
AllPub,193879.0
AllPub,193500.0
AllPub,193500.0
AllPub,193000.0
AllPub,193000.0
AllPub,193000.0
AllPub,192500.0
AllPub,192500.0
AllPub,192140.0
AllPub,192000.0
AllPub,192000.0
AllPub,192000.0
AllPub,192000.0
AllPub,192000.0
AllPub,191000.0
AllPub,191000.0
AllPub,191000.0
AllPub,191000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,190000.0
AllPub,189950.0
AllPub,189000.0
AllPub,189000.0
AllPub,189000.0
AllPub,189000.0
AllPub,189000.0
AllPub,189000.0
AllPub,188700.0
AllPub,188500.0
AllPub,188000.0
AllPub,188000.0
AllPub,188000.0
AllPub,187750.0
AllPub,187500.0
AllPub,187500.0
AllPub,187500.0
AllPub,187500.0
AllPub,187500.0
AllPub,187500.0
AllPub,187100.0
AllPub,187000.0
AllPub,187000.0
AllPub,187000.0
AllPub,186700.0
AllPub,186500.0
AllPub,186500.0
AllPub,186000.0
AllPub,185900.0
AllPub,185850.0
AllPub,185750.0
AllPub,185500.0
AllPub,185000.0
AllPub,185000.0
AllPub,185000.0
AllPub,185000.0
AllPub,185000.0
AllPub,185000.0
AllPub,185000.0
AllPub,185000.0
AllPub,185000.0
AllPub,185000.0
AllPub,184900.0
AllPub,184750.0
AllPub,184100.0
AllPub,184000.0
AllPub,184000.0
AllPub,184000.0
AllPub,184000.0
AllPub,183900.0
AllPub,183500.0
AllPub,183200.0
AllPub,183000.0
AllPub,182900.0
AllPub,182000.0
AllPub,181900.0
AllPub,181500.0
AllPub,181134.0
AllPub,181000.0
AllPub,181000.0
AllPub,181000.0
AllPub,181000.0
AllPub,181000.0
AllPub,181000.0
AllPub,181000.0
AllPub,180500.0
AllPub,180500.0
AllPub,180500.0
AllPub,180500.0
AllPub,180000.0
AllPub,180000.0
AllPub,180000.0
