RoofMatl,SalePrice
WdShngl,755000.0
CompShg,745000.0
CompShg,625000.0
CompShg,611657.0
CompShg,582933.0
CompShg,556581.0
CompShg,555000.0
CompShg,538000.0
CompShg,501837.0
CompShg,485000.0
WdShngl,475000.0
CompShg,466500.0
CompShg,465000.0
CompShg,451950.0
CompShg,446261.0
CompShg,440000.0
CompShg,438780.0
CompShg,437154.0
CompShg,430000.0
CompShg,426000.0
CompShg,424870.0
CompShg,423000.0
CompShg,415298.0
CompShg,412500.0
CompShg,410000.0
CompShg,403000.0
CompShg,402861.0
CompShg,402000.0
CompShg,395192.0
CompShg,395000.0
CompShg,394617.0
CompShg,394432.0
CompShg,392500.0
CompShg,392000.0
CompShg,386250.0
WdShngl,385000.0
CompShg,385000.0
CompShg,383970.0
CompShg,381000.0
CompShg,380000.0
CompShg,378500.0
CompShg,377500.0
CompShg,377426.0
CompShg,375000.0
CompShg,374000.0
CompShg,372500.0
CompShg,372402.0
CompShg,370878.0
CompShg,369900.0
CompShg,367294.0
CompShg,361919.0
CompShg,360000.0
CompShg,359100.0
CompShg,354000.0
CompShg,350000.0
CompShg,350000.0
CompShg,348000.0
CompShg,345000.0
CompShg,345000.0
CompShg,342643.0
CompShg,341000.0
CompShg,340000.0
CompShg,340000.0
CompShg,339750.0
CompShg,337500.0
CompShg,337000.0
CompShg,336000.0
CompShg,335000.0
CompShg,335000.0
CompShg,335000.0
CompShg,333168.0
CompShg,328900.0
CompShg,328000.0
CompShg,326000.0
CompShg,325624.0
CompShg,325300.0
CompShg,325000.0
CompShg,325000.0
CompShg,325000.0
CompShg,325000.0
CompShg,324000.0
CompShg,320000.0
CompShg,320000.0
CompShg,320000.0
CompShg,320000.0
CompShg,319900.0
CompShg,319000.0
CompShg,318061.0
CompShg,318000.0
CompShg,318000.0
CompShg,317000.0
CompShg,316600.0
CompShg,315750.0
CompShg,315500.0
CompShg,315000.0
CompShg,315000.0
CompShg,315000.0
CompShg,315000.0
CompShg,314813.0
CompShg,313000.0
CompShg,312500.0
CompShg,311872.0
CompShg,311500.0
CompShg,310000.0
CompShg,310000.0
CompShg,309000.0
CompShg,307000.0
CompShg,306000.0
CompShg,305900.0
CompShg,305000.0
CompShg,303477.0
CompShg,302000.0
CompShg,302000.0
CompShg,301500.0
CompShg,301000.0
CompShg,299800.0
CompShg,297000.0
CompShg,295493.0
CompShg,295000.0
CompShg,294000.0
CompShg,293077.0
CompShg,290000.0
CompShg,290000.0
CompShg,290000.0
CompShg,290000.0
CompShg,290000.0
CompShg,289000.0
CompShg,287090.0
WdShake,287000.0
CompShg,287000.0
CompShg,286000.0
CompShg,285000.0
CompShg,285000.0
CompShg,285000.0
CompShg,284000.0
CompShg,284000.0
CompShg,283463.0
CompShg,282922.0
CompShg,281213.0
CompShg,281000.0
CompShg,280000.0
CompShg,280000.0
WdShngl,280000.0
CompShg,280000.0
CompShg,279500.0
WdShngl,278000.0
CompShg,278000.0
CompShg,277500.0
CompShg,277000.0
CompShg,277000.0
CompShg,276000.0
CompShg,275500.0
CompShg,275000.0
CompShg,275000.0
CompShg,275000.0
CompShg,275000.0
CompShg,275000.0
Tar&Grv,274970.0
CompShg,274900.0
CompShg,274725.0
CompShg,274300.0
CompShg,274000.0
CompShg,272000.0
CompShg,272000.0
CompShg,271900.0
CompShg,271000.0
CompShg,271000.0
CompShg,270000.0
CompShg,270000.0
CompShg,270000.0
CompShg,269790.0
CompShg,269500.0
CompShg,268000.0
Tar&Grv,268000.0
CompShg,267000.0
CompShg,266500.0
CompShg,266000.0
CompShg,266000.0
CompShg,265979.0
CompShg,265900.0
CompShg,265000.0
CompShg,264561.0
CompShg,264132.0
CompShg,263435.0
CompShg,263000.0
CompShg,262500.0
CompShg,262500.0
CompShg,262280.0
CompShg,262000.0
CompShg,261500.0
CompShg,260400.0
CompShg,260000.0
CompShg,260000.0
CompShg,260000.0
CompShg,260000.0
WdShake,260000.0
CompShg,260000.0
CompShg,259500.0
CompShg,259000.0
CompShg,258000.0
CompShg,257500.0
CompShg,257000.0
CompShg,256300.0
Tar&Grv,256000.0
CompShg,256000.0
CompShg,255900.0
CompShg,255500.0
CompShg,255000.0
CompShg,255000.0
CompShg,254900.0
CompShg,254000.0
CompShg,253293.0
CompShg,253000.0
CompShg,252678.0
CompShg,252000.0
CompShg,251000.0
CompShg,250580.0
CompShg,250000.0
CompShg,250000.0
CompShg,250000.0
CompShg,250000.0
CompShg,250000.0
CompShg,250000.0
CompShg,250000.0
CompShg,250000.0
CompShg,249700.0
CompShg,248900.0
CompShg,248328.0
CompShg,248000.0
CompShg,248000.0
CompShg,246578.0
CompShg,245500.0
CompShg,245350.0
CompShg,245000.0
CompShg,244600.0
CompShg,244400.0
CompShg,244000.0
CompShg,244000.0
CompShg,244000.0
CompShg,243000.0
WdShake,242000.0
Tar&Grv,242000.0
CompShg,241500.0
Membran,241500.0
CompShg,241000.0
CompShg,240000.0
CompShg,240000.0
CompShg,240000.0
CompShg,240000.0
CompShg,240000.0
CompShg,240000.0
CompShg,239900.0
CompShg,239799.0
CompShg,239686.0
CompShg,239500.0
CompShg,239000.0
CompShg,239000.0
CompShg,239000.0
CompShg,239000.0
CompShg,239000.0
CompShg,239000.0
CompShg,238000.0
CompShg,237500.0
CompShg,237000.0
CompShg,237000.0
CompShg,236500.0
CompShg,236500.0
CompShg,236000.0
CompShg,236000.0
CompShg,235128.0
CompShg,235000.0
CompShg,235000.0
CompShg,235000.0
CompShg,235000.0
CompShg,235000.0
CompShg,235000.0
CompShg,235000.0
CompShg,234000.0
CompShg,234000.0
CompShg,233230.0
CompShg,233170.0
CompShg,233000.0
CompShg,232600.0
CompShg,232000.0
CompShg,232000.0
CompShg,232000.0
CompShg,231500.0
CompShg,231500.0
CompShg,230500.0
CompShg,230000.0
CompShg,230000.0
CompShg,230000.0
CompShg,230000.0
CompShg,230000.0
CompShg,230000.0
CompShg,230000.0
CompShg,230000.0
CompShg,229456.0
CompShg,229000.0
CompShg,228950.0
CompShg,228500.0
CompShg,228500.0
WdShake,228000.0
CompShg,228000.0
CompShg,227875.0
CompShg,227680.0
CompShg,227000.0
CompShg,227000.0
CompShg,227000.0
CompShg,226700.0
CompShg,226000.0
CompShg,226000.0
CompShg,226000.0
CompShg,225000.0
CompShg,225000.0
CompShg,225000.0
CompShg,225000.0
CompShg,225000.0
CompShg,225000.0
CompShg,224900.0
CompShg,224900.0
CompShg,224500.0
CompShg,224000.0
CompShg,224000.0
CompShg,223500.0
CompShg,223500.0
CompShg,223000.0
CompShg,222500.0
CompShg,222500.0
CompShg,222000.0
CompShg,222000.0
CompShg,222000.0
CompShg,221500.0
CompShg,221000.0
CompShg,221000.0
CompShg,220000.0
CompShg,220000.0
CompShg,220000.0
CompShg,220000.0
CompShg,220000.0
CompShg,219500.0
CompShg,219500.0
CompShg,219500.0
CompShg,219210.0
CompShg,218000.0
CompShg,217500.0
CompShg,217000.0
CompShg,217000.0
CompShg,216837.0
CompShg,216500.0
CompShg,216000.0
CompShg,215200.0
CompShg,215000.0
CompShg,215000.0
CompShg,215000.0
CompShg,215000.0
CompShg,215000.0
CompShg,215000.0
CompShg,215000.0
CompShg,215000.0
CompShg,214900.0
CompShg,214500.0
CompShg,214000.0
CompShg,214000.0
CompShg,214000.0
CompShg,214000.0
CompShg,214000.0
CompShg,213500.0
CompShg,213500.0
CompShg,213490.0
CompShg,213250.0
CompShg,213000.0
CompShg,213000.0
CompShg,213000.0
CompShg,212900.0
CompShg,212000.0
CompShg,212000.0
CompShg,212000.0
CompShg,211000.0
CompShg,211000.0
CompShg,210000.0
CompShg,210000.0
CompShg,210000.0
CompShg,210000.0
CompShg,210000.0
CompShg,209500.0
CompShg,208900.0
CompShg,208900.0
CompShg,208500.0
CompShg,208300.0
CompShg,207500.0
CompShg,207500.0
CompShg,207500.0
CompShg,207500.0
CompShg,207500.0
CompShg,207000.0
CompShg,207000.0
CompShg,206900.0
CompShg,206300.0
CompShg,206000.0
CompShg,205950.0
CompShg,205000.0
CompShg,205000.0
CompShg,205000.0
CompShg,205000.0
CompShg,205000.0
CompShg,205000.0
CompShg,204900.0
CompShg,204750.0
CompShg,204000.0
CompShg,204000.0
CompShg,203000.0
CompShg,203000.0
CompShg,202900.0
CompShg,202665.0
CompShg,202500.0
CompShg,202500.0
CompShg,202500.0
CompShg,201800.0
CompShg,201000.0
CompShg,201000.0
CompShg,201000.0
CompShg,200624.0
CompShg,200500.0
CompShg,200500.0
CompShg,200141.0
CompShg,200100.0
CompShg,200000.0
CompShg,200000.0
CompShg,200000.0
CompShg,200000.0
CompShg,200000.0
CompShg,200000.0
CompShg,200000.0
CompShg,200000.0
CompShg,199900.0
CompShg,199900.0
CompShg,198900.0
CompShg,198500.0
CompShg,197900.0
CompShg,197900.0
CompShg,197900.0
CompShg,197500.0
CompShg,197500.0
CompShg,197000.0
CompShg,197000.0
CompShg,197000.0
CompShg,197000.0
CompShg,196500.0
CompShg,196500.0
CompShg,196000.0
CompShg,196000.0
CompShg,196000.0
CompShg,195400.0
CompShg,195000.0
CompShg,195000.0
CompShg,195000.0
CompShg,194700.0
CompShg,194500.0
CompShg,194500.0
CompShg,194500.0
CompShg,194201.0
CompShg,194000.0
CompShg,194000.0
CompShg,194000.0
CompShg,193879.0
CompShg,193500.0
CompShg,193500.0
CompShg,193000.0
CompShg,193000.0
CompShg,193000.0
CompShg,192500.0
CompShg,192500.0
CompShg,192140.0
CompShg,192000.0
CompShg,192000.0
CompShg,192000.0
CompShg,192000.0
CompShg,192000.0
CompShg,191000.0
CompShg,191000.0
CompShg,191000.0
CompShg,191000.0
CompShg,190000.0
CompShg,190000.0
CompShg,190000.0
CompShg,190000.0
CompShg,190000.0
CompShg,190000.0
WdShake,190000.0
CompShg,190000.0
CompShg,190000.0
CompShg,190000.0
CompShg,190000.0
CompShg,190000.0
CompShg,190000.0
CompShg,189950.0
CompShg,189000.0
CompShg,189000.0
CompShg,189000.0
CompShg,189000.0
CompShg,189000.0
CompShg,189000.0
CompShg,188700.0
CompShg,188500.0
CompShg,188000.0
CompShg,188000.0
CompShg,188000.0
CompShg,187750.0
CompShg,187500.0
CompShg,187500.0
CompShg,187500.0
CompShg,187500.0
CompShg,187500.0
CompShg,187500.0
CompShg,187100.0
CompShg,187000.0
CompShg,187000.0
CompShg,187000.0
CompShg,186700.0
CompShg,186500.0
CompShg,186500.0
CompShg,186000.0
CompShg,185900.0
CompShg,185850.0
CompShg,185750.0
CompShg,185500.0
CompShg,185000.0
CompShg,185000.0
CompShg,185000.0
CompShg,185000.0
CompShg,185000.0
Tar&Grv,185000.0
CompShg,185000.0
CompShg,185000.0
CompShg,185000.0
CompShg,185000.0
CompShg,184900.0
CompShg,184750.0
CompShg,184100.0
CompShg,184000.0
CompShg,184000.0
CompShg,184000.0
CompShg,184000.0
CompShg,183900.0
CompShg,183500.0
CompShg,183200.0
CompShg,183000.0
CompShg,182900.0
CompShg,182000.0
CompShg,181900.0
CompShg,181500.0
CompShg,181134.0
CompShg,181000.0
CompShg,181000.0
CompShg,181000.0
CompShg,181000.0
CompShg,181000.0
CompShg,181000.0
CompShg,181000.0
CompShg,180500.0
CompShg,180500.0
CompShg,180500.0
CompShg,180500.0
CompShg,180000.0
CompShg,180000.0
Metal,180000.0
CompShg,180000.0
CompShg,180000.0
CompShg,180000.0
CompShg,180000.0
CompShg,180000.0
CompShg,180000.0
CompShg,180000.0
CompShg,179900.0
CompShg,179900.0
CompShg,179900.0
CompShg,179900.0
CompShg,179900.0
CompShg,179665.0
CompShg,179600.0
CompShg,179540.0
CompShg,179500.0
CompShg,179400.0
CompShg,179200.0
CompShg,179200.0
CompShg,179000.0
CompShg,179000.0
CompShg,179000.0
CompShg,178900.0
CompShg,178740.0
CompShg,178400.0
CompShg,178000.0
CompShg,178000.0
CompShg,178000.0
CompShg,178000.0
CompShg,178000.0
CompShg,178000.0
CompShg,178000.0
CompShg,177500.0
CompShg,177500.0
CompShg,177500.0
CompShg,177000.0
CompShg,177000.0
CompShg,177000.0
CompShg,177000.0
CompShg,177000.0
CompShg,176500.0
CompShg,176500.0
CompShg,176485.0
CompShg,176432.0
CompShg,176000.0
CompShg,176000.0
CompShg,176000.0
CompShg,176000.0
CompShg,176000.0
