Electrical,SalePrice
SBrkr,755000.0
SBrkr,745000.0
SBrkr,625000.0
SBrkr,611657.0
SBrkr,582933.0
SBrkr,556581.0
SBrkr,555000.0
SBrkr,538000.0
SBrkr,501837.0
SBrkr,485000.0
SBrkr,475000.0
SBrkr,466500.0
SBrkr,465000.0
SBrkr,451950.0
SBrkr,446261.0
SBrkr,440000.0
SBrkr,438780.0
SBrkr,437154.0
SBrkr,430000.0
SBrkr,426000.0
SBrkr,424870.0
SBrkr,423000.0
SBrkr,415298.0
SBrkr,412500.0
SBrkr,410000.0
SBrkr,403000.0
SBrkr,402861.0
SBrkr,402000.0
SBrkr,395192.0
SBrkr,395000.0
SBrkr,394617.0
SBrkr,394432.0
SBrkr,392500.0
SBrkr,392000.0
SBrkr,386250.0
SBrkr,385000.0
SBrkr,385000.0
SBrkr,383970.0
SBrkr,381000.0
SBrkr,380000.0
SBrkr,378500.0
SBrkr,377500.0
SBrkr,377426.0
SBrkr,375000.0
SBrkr,374000.0
SBrkr,372500.0
SBrkr,372402.0
SBrkr,370878.0
SBrkr,369900.0
SBrkr,367294.0
SBrkr,361919.0
SBrkr,360000.0
SBrkr,359100.0
SBrkr,354000.0
SBrkr,350000.0
SBrkr,350000.0
SBrkr,348000.0
SBrkr,345000.0
SBrkr,345000.0
SBrkr,342643.0
SBrkr,341000.0
SBrkr,340000.0
SBrkr,340000.0
SBrkr,339750.0
SBrkr,337500.0
SBrkr,337000.0
SBrkr,336000.0
SBrkr,335000.0
SBrkr,335000.0
SBrkr,335000.0
SBrkr,333168.0
SBrkr,328900.0
SBrkr,328000.0
SBrkr,326000.0
SBrkr,325624.0
SBrkr,325300.0
SBrkr,325000.0
SBrkr,325000.0
SBrkr,325000.0
SBrkr,325000.0
SBrkr,324000.0
SBrkr,320000.0
SBrkr,320000.0
SBrkr,320000.0
SBrkr,320000.0
SBrkr,319900.0
SBrkr,319000.0
SBrkr,318061.0
SBrkr,318000.0
SBrkr,318000.0
SBrkr,317000.0
SBrkr,316600.0
SBrkr,315750.0
SBrkr,315500.0
SBrkr,315000.0
SBrkr,315000.0
SBrkr,315000.0
SBrkr,315000.0
SBrkr,314813.0
SBrkr,313000.0
SBrkr,312500.0
SBrkr,311872.0
SBrkr,311500.0
SBrkr,310000.0
SBrkr,310000.0
SBrkr,309000.0
SBrkr,307000.0
SBrkr,306000.0
SBrkr,305900.0
SBrkr,305000.0
SBrkr,303477.0
SBrkr,302000.0
SBrkr,302000.0
SBrkr,301500.0
SBrkr,301000.0
SBrkr,299800.0
SBrkr,297000.0
SBrkr,295493.0
SBrkr,295000.0
SBrkr,294000.0
SBrkr,293077.0
SBrkr,290000.0
SBrkr,290000.0
SBrkr,290000.0
SBrkr,290000.0
SBrkr,290000.0
SBrkr,289000.0
SBrkr,287090.0
SBrkr,287000.0
SBrkr,287000.0
SBrkr,286000.0
SBrkr,285000.0
SBrkr,285000.0
SBrkr,285000.0
SBrkr,284000.0
SBrkr,284000.0
SBrkr,283463.0
SBrkr,282922.0
SBrkr,281213.0
SBrkr,281000.0
SBrkr,280000.0
SBrkr,280000.0
SBrkr,280000.0
SBrkr,280000.0
SBrkr,279500.0
SBrkr,278000.0
SBrkr,278000.0
SBrkr,277500.0
SBrkr,277000.0
SBrkr,277000.0
SBrkr,276000.0
SBrkr,275500.0
SBrkr,275000.0
SBrkr,275000.0
SBrkr,275000.0
SBrkr,275000.0
SBrkr,275000.0
SBrkr,274970.0
SBrkr,274900.0
SBrkr,274725.0
SBrkr,274300.0
SBrkr,274000.0
SBrkr,272000.0
SBrkr,272000.0
SBrkr,271900.0
SBrkr,271000.0
SBrkr,271000.0
SBrkr,270000.0
SBrkr,270000.0
SBrkr,270000.0
SBrkr,269790.0
SBrkr,269500.0
SBrkr,268000.0
SBrkr,268000.0
SBrkr,267000.0
SBrkr,266500.0
SBrkr,266000.0
SBrkr,266000.0
SBrkr,265979.0
SBrkr,265900.0
SBrkr,265000.0
SBrkr,264561.0
SBrkr,264132.0
SBrkr,263435.0
SBrkr,263000.0
SBrkr,262500.0
SBrkr,262500.0
SBrkr,262280.0
SBrkr,262000.0
SBrkr,261500.0
SBrkr,260400.0
SBrkr,260000.0
SBrkr,260000.0
SBrkr,260000.0
SBrkr,260000.0
SBrkr,260000.0
SBrkr,260000.0
SBrkr,259500.0
SBrkr,259000.0
SBrkr,258000.0
SBrkr,257500.0
SBrkr,257000.0
SBrkr,256300.0
SBrkr,256000.0
SBrkr,256000.0
SBrkr,255900.0
SBrkr,255500.0
SBrkr,255000.0
SBrkr,255000.0
SBrkr,254900.0
SBrkr,254000.0
SBrkr,253293.0
SBrkr,253000.0
SBrkr,252678.0
SBrkr,252000.0
SBrkr,251000.0
SBrkr,250580.0
SBrkr,250000.0
SBrkr,250000.0
SBrkr,250000.0
SBrkr,250000.0
SBrkr,250000.0
SBrkr,250000.0
SBrkr,250000.0
SBrkr,250000.0
SBrkr,249700.0
SBrkr,248900.0
SBrkr,248328.0
SBrkr,248000.0
SBrkr,248000.0
SBrkr,246578.0
SBrkr,245500.0
SBrkr,245350.0
SBrkr,245000.0
SBrkr,244600.0
SBrkr,244400.0
SBrkr,244000.0
SBrkr,244000.0
SBrkr,244000.0
SBrkr,243000.0
SBrkr,242000.0
SBrkr,242000.0
SBrkr,241500.0
SBrkr,241500.0
SBrkr,241000.0
SBrkr,240000.0
SBrkr,240000.0
SBrkr,240000.0
SBrkr,240000.0
SBrkr,240000.0
SBrkr,240000.0
SBrkr,239900.0
SBrkr,239799.0
SBrkr,239686.0
SBrkr,239500.0
SBrkr,239000.0
SBrkr,239000.0
FuseA,239000.0
SBrkr,239000.0
SBrkr,239000.0
SBrkr,239000.0
SBrkr,238000.0
SBrkr,237500.0
SBrkr,237000.0
SBrkr,237000.0
SBrkr,236500.0
SBrkr,236500.0
SBrkr,236000.0
SBrkr,236000.0
SBrkr,235128.0
SBrkr,235000.0
SBrkr,235000.0
SBrkr,235000.0
SBrkr,235000.0
SBrkr,235000.0
SBrkr,235000.0
SBrkr,235000.0
SBrkr,234000.0
SBrkr,234000.0
SBrkr,233230.0
SBrkr,233170.0
SBrkr,233000.0
SBrkr,232600.0
SBrkr,232000.0
SBrkr,232000.0
SBrkr,232000.0
SBrkr,231500.0
SBrkr,231500.0
SBrkr,230500.0
SBrkr,230000.0
SBrkr,230000.0
SBrkr,230000.0
SBrkr,230000.0
SBrkr,230000.0
SBrkr,230000.0
SBrkr,230000.0
SBrkr,230000.0
SBrkr,229456.0
SBrkr,229000.0
SBrkr,228950.0
SBrkr,228500.0
SBrkr,228500.0
SBrkr,228000.0
SBrkr,228000.0
SBrkr,227875.0
SBrkr,227680.0
SBrkr,227000.0
SBrkr,227000.0
SBrkr,227000.0
SBrkr,226700.0
SBrkr,226000.0
SBrkr,226000.0
SBrkr,226000.0
SBrkr,225000.0
SBrkr,225000.0
SBrkr,225000.0
SBrkr,225000.0
SBrkr,225000.0
SBrkr,225000.0
SBrkr,224900.0
SBrkr,224900.0
SBrkr,224500.0
SBrkr,224000.0
SBrkr,224000.0
SBrkr,223500.0
SBrkr,223500.0
SBrkr,223000.0
SBrkr,222500.0
SBrkr,222500.0
SBrkr,222000.0
SBrkr,222000.0
SBrkr,222000.0
SBrkr,221500.0
SBrkr,221000.0
SBrkr,221000.0
SBrkr,220000.0
SBrkr,220000.0
SBrkr,220000.0
SBrkr,220000.0
SBrkr,220000.0
SBrkr,219500.0
SBrkr,219500.0
SBrkr,219500.0
SBrkr,219210.0
SBrkr,218000.0
SBrkr,217500.0
SBrkr,217000.0
SBrkr,217000.0
SBrkr,216837.0
SBrkr,216500.0
SBrkr,216000.0
SBrkr,215200.0
SBrkr,215000.0
SBrkr,215000.0
SBrkr,215000.0
SBrkr,215000.0
SBrkr,215000.0
SBrkr,215000.0
SBrkr,215000.0
SBrkr,215000.0
SBrkr,214900.0
FuseA,214500.0
SBrkr,214000.0
SBrkr,214000.0
SBrkr,214000.0
SBrkr,214000.0
SBrkr,214000.0
SBrkr,213500.0
SBrkr,213500.0
SBrkr,213490.0
SBrkr,213250.0
SBrkr,213000.0
SBrkr,213000.0
SBrkr,213000.0
SBrkr,212900.0
SBrkr,212000.0
SBrkr,212000.0
SBrkr,212000.0
SBrkr,211000.0
SBrkr,211000.0
SBrkr,210000.0
SBrkr,210000.0
SBrkr,210000.0
FuseA,210000.0
SBrkr,210000.0
SBrkr,209500.0
SBrkr,208900.0
SBrkr,208900.0
SBrkr,208500.0
SBrkr,208300.0
SBrkr,207500.0
SBrkr,207500.0
SBrkr,207500.0
SBrkr,207500.0
SBrkr,207500.0
SBrkr,207000.0
SBrkr,207000.0
SBrkr,206900.0
SBrkr,206300.0
SBrkr,206000.0
SBrkr,205950.0
SBrkr,205000.0
SBrkr,205000.0
SBrkr,205000.0
SBrkr,205000.0
SBrkr,205000.0
SBrkr,205000.0
SBrkr,204900.0
SBrkr,204750.0
SBrkr,204000.0
SBrkr,204000.0
SBrkr,203000.0
SBrkr,203000.0
SBrkr,202900.0
SBrkr,202665.0
SBrkr,202500.0
SBrkr,202500.0
SBrkr,202500.0
SBrkr,201800.0
SBrkr,201000.0
SBrkr,201000.0
SBrkr,201000.0
SBrkr,200624.0
SBrkr,200500.0
SBrkr,200500.0
SBrkr,200141.0
SBrkr,200100.0
SBrkr,200000.0
SBrkr,200000.0
SBrkr,200000.0
FuseA,200000.0
SBrkr,200000.0
SBrkr,200000.0
SBrkr,200000.0
SBrkr,200000.0
SBrkr,199900.0
SBrkr,199900.0
SBrkr,198900.0
SBrkr,198500.0
SBrkr,197900.0
SBrkr,197900.0
SBrkr,197900.0
SBrkr,197500.0
SBrkr,197500.0
SBrkr,197000.0
SBrkr,197000.0
SBrkr,197000.0
SBrkr,197000.0
SBrkr,196500.0
SBrkr,196500.0
SBrkr,196000.0
SBrkr,196000.0
SBrkr,196000.0
SBrkr,195400.0
SBrkr,195000.0
SBrkr,195000.0
SBrkr,195000.0
SBrkr,194700.0
SBrkr,194500.0
SBrkr,194500.0
SBrkr,194500.0
SBrkr,194201.0
SBrkr,194000.0
SBrkr,194000.0
SBrkr,194000.0
SBrkr,193879.0
SBrkr,193500.0
SBrkr,193500.0
SBrkr,193000.0
SBrkr,193000.0
SBrkr,193000.0
SBrkr,192500.0
SBrkr,192500.0
SBrkr,192140.0
SBrkr,192000.0
SBrkr,192000.0
SBrkr,192000.0
SBrkr,192000.0
SBrkr,192000.0
SBrkr,191000.0
SBrkr,191000.0
SBrkr,191000.0
SBrkr,191000.0
SBrkr,190000.0
SBrkr,190000.0
FuseA,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,190000.0
SBrkr,189950.0
SBrkr,189000.0
SBrkr,189000.0
SBrkr,189000.0
SBrkr,189000.0
SBrkr,189000.0
SBrkr,189000.0
FuseA,188700.0
SBrkr,188500.0
SBrkr,188000.0
SBrkr,188000.0
SBrkr,188000.0
SBrkr,187750.0
SBrkr,187500.0
SBrkr,187500.0
SBrkr,187500.0
SBrkr,187500.0
SBrkr,187500.0
SBrkr,187500.0
SBrkr,187100.0
SBrkr,187000.0
SBrkr,187000.0
SBrkr,187000.0
SBrkr,186700.0
SBrkr,186500.0
SBrkr,186500.0
SBrkr,186000.0
SBrkr,185900.0
SBrkr,185850.0
SBrkr,185750.0
SBrkr,185500.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,185000.0
SBrkr,184900.0
SBrkr,184750.0
SBrkr,184100.0
SBrkr,184000.0
SBrkr,184000.0
SBrkr,184000.0
SBrkr,184000.0
SBrkr,183900.0
SBrkr,183500.0
SBrkr,183200.0
SBrkr,183000.0
SBrkr,182900.0
SBrkr,182000.0
SBrkr,181900.0
SBrkr,181500.0
SBrkr,181134.0
SBrkr,181000.0
SBrkr,181000.0
SBrkr,181000.0
SBrkr,181000.0
SBrkr,181000.0
SBrkr,181000.0
SBrkr,181000.0
SBrkr,180500.0
SBrkr,180500.0
FuseA,180500.0
SBrkr,180500.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,180000.0
SBrkr,179900.0
SBrkr,179900.0
SBrkr,179900.0
SBrkr,179900.0
SBrkr,179900.0
SBrkr,179665.0
SBrkr,179600.0
SBrkr,179540.0
SBrkr,179500.0
SBrkr,179400.0
SBrkr,179200.0
SBrkr,179200.0
SBrkr,179000.0
SBrkr,179000.0
SBrkr,179000.0
SBrkr,178900.0
SBrkr,178740.0
SBrkr,178400.0
SBrkr,178000.0
SBrkr,178000.0
SBrkr,178000.0
SBrkr,178000.0
SBrkr,178000.0
SBrkr,178000.0
SBrkr,178000.0
SBrkr,177500.0
SBrkr,177500.0
SBrkr,177500.0
SBrkr,177000.0
SBrkr,177000.0
SBrkr,177000.0
SBrkr,177000.0
SBrkr,177000.0
SBrkr,176500.0
SBrkr,176500.0
SBrkr,176485.0
SBrkr,176432.0
SBrkr,176000.0
SBrkr,176000.0
SBrkr,176000.0
SBrkr,176000.0
SBrkr,176000.0
SBrkr,176000.0
SBrkr,176000.0
SBrkr,176000.0
SBrkr,175900.0
SBrkr,175900.0
SBrkr,175500.0
SBrkr,175500.0
SBrkr,175500.0
SBrkr,175000.0
SBrkr,175000.0
SBrkr,175000.0
SBrkr,175000.0
SBrkr,175000.0
SBrkr,175000.0
SBrkr,175000.0
SBrkr,175000.0
SBrkr,175000.0
SBrkr,174900.0
SBrkr,174500.0
SBrkr,174000.0
SBrkr,174000.0
SBrkr,174000.0
SBrkr,174000.0
SBrkr,174000.0
SBrkr,174000.0
SBrkr,174000.0
SBrkr,173900.0
SBrkr,173733.0
SBrkr,173500.0
SBrkr,173000.0
SBrkr,173000.0
SBrkr,173000.0
SBrkr,173000.0
SBrkr,173000.0
SBrkr,173000.0
SBrkr,173000.0
SBrkr,172785.0
SBrkr,172500.0
SBrkr,172500.0
SBrkr,172500.0
SBrkr,172500.0
SBrkr,172500.0
SBrkr,172400.0
